,0,val_loss
97,6.518077016572336,"{'nlayers': 1, 'nodes_in_layer1': 652, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'sigmoid', 'learning_rate': 0.00328914591187764}"
98,5.785793667247791,"{'nlayers': 2, 'nodes_in_layer1': 33, 'nodes_in_layer2': 926, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.0012493877919410351}"
99,5.616358609398744,"{'nlayers': 4, 'nodes_in_layer1': 200, 'nodes_in_layer2': 1003, 'nodes_in_layer3': 41, 'nodes_in_layer4': 219, 'act_fn': 'tanh', 'learning_rate': 0.006886732623886973}"
100,4.578462073322607,"{'nlayers': 1, 'nodes_in_layer1': 68, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.003840818203577407}"
101,4.7,"{'nlayers': 1, 'nodes_in_layer1': 359, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.17236394955195797}"
102,6.6,"{'nlayers': 1, 'nodes_in_layer1': 766, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'sigmoid', 'learning_rate': 0.2622005258643409}"
103,6.266417422150871,"{'nlayers': 4, 'nodes_in_layer1': 126, 'nodes_in_layer2': 46, 'nodes_in_layer3': 103, 'nodes_in_layer4': 58, 'act_fn': 'sigmoid', 'learning_rate': 0.0021841531788351536}"
104,6.295656691708452,"{'nlayers': 4, 'nodes_in_layer1': 242, 'nodes_in_layer2': 42, 'nodes_in_layer3': 941, 'nodes_in_layer4': 980, 'act_fn': 'sigmoid', 'learning_rate': 0.00010534786069917588}"
105,6.499999937887033,"{'nlayers': 1, 'nodes_in_layer1': 94, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.02728287010361859}"
106,4.7,"{'nlayers': 1, 'nodes_in_layer1': 51, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.08823290454140105}"
107,5.742987908965651,"{'nlayers': 2, 'nodes_in_layer1': 136, 'nodes_in_layer2': 240, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.0028194112787186592}"
108,6.300000000000001,"{'nlayers': 4, 'nodes_in_layer1': 670, 'nodes_in_layer2': 217, 'nodes_in_layer3': 57, 'nodes_in_layer4': 133, 'act_fn': 'sigmoid', 'learning_rate': 0.07967139921779723}"
109,4.4,"{'nlayers': 4, 'nodes_in_layer1': 977, 'nodes_in_layer2': 118, 'nodes_in_layer3': 431, 'nodes_in_layer4': 125, 'act_fn': 'relu', 'learning_rate': 0.10424677387803052}"
110,6.446576309974497,"{'nlayers': 1, 'nodes_in_layer1': 40, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.002738387371719359}"
111,4.7,"{'nlayers': 1, 'nodes_in_layer1': 34, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'relu', 'learning_rate': 0.12637818644121282}"
112,6.5,"{'nlayers': 1, 'nodes_in_layer1': 204, 'nodes_in_layer2': nan, 'nodes_in_layer3': nan, 'nodes_in_layer4': nan, 'act_fn': 'tanh', 'learning_rate': 0.3887046647677335}"
